teacher_gap_per_session,class_gap_per_session,overload_per_session,low_util_per_session,avg_util,n_sessions,Score,Type_Etablissement
0.6804123711340206,0.6597938144329897,0.0,0.0,0.9005031909671085,388.0,39.79,Ecole_Standard
0.6777251184834123,0.6635071090047393,0.0,0.0,0.9250282103362674,422.0,39.72,Ecole_Standard
0.6531645569620254,0.6835443037974683,0.0,0.0,0.9066214587100664,395.0,39.7,Ecole_Standard
0.6716417910447762,0.6716417910447762,0.0,0.0,0.9046316038853353,402.0,39.55,Ecole_Standard
0.6865671641791045,0.6616915422885572,0.0,0.0,0.9086087420042644,402.0,39.45,Ecole_Standard
0.6699507389162561,0.6798029556650246,0.0,0.0,0.9069434670419894,406.0,39.21,Ecole_Standard
0.6962962962962963,0.6666666666666666,0.0,0.0,0.9026014109347444,405.0,38.81,Ecole_Standard
0.6982543640897756,0.6683291770573566,0.0,0.0,0.9095178719867,401.0,38.65,Ecole_Standard
0.6886075949367089,0.6784810126582278,0.0,0.0,0.9048884870403858,395.0,38.53,Ecole_Standard
0.6864197530864198,0.6814814814814815,0.0,0.0,0.9139065255731923,405.0,38.47,Ecole_Standard
0.6847290640394089,0.6847290640394089,0.0,0.0,0.9141772226131833,406.0,38.37,Ecole_Standard
0.7027027027027027,0.6781326781326781,0.0,0.0,0.9052708552708554,407.0,37.99,Ecole_Standard
0.7451923076923077,0.7884615384615384,0.0,0.0,0.766776842948718,416.0,30.77,Universite
0.7864077669902912,0.7621359223300971,0.0,0.0,0.759286003236246,412.0,30.44,Universite
0.6584766584766585,0.8648648648648649,0.0,0.002457002457002457,0.7758681408681409,407.0,30.34,Universite
0.7237163814180929,0.8166259168704156,0.0,0.007334963325183374,0.7799633251833741,409.0,30.0,Universite
0.7090464547677262,0.8312958435207825,0.0,0.004889975550122249,0.7474123879380603,409.0,29.93,Universite
0.6810551558752997,0.8489208633093526,0.0,0.016786570743405275,0.764208633093525,417.0,29.81,Universite
0.7721822541966427,0.7913669064748201,0.0,0.004796163069544364,0.7564348521183054,417.0,29.4,Universite
0.8148148148148148,0.7901234567901234,0.0,0.0,0.7602798353909466,405.0,27.9,Universite
0.7554479418886199,0.837772397094431,0.0,0.002421307506053269,0.7616142050040355,413.0,27.82,Universite
0.7457627118644068,0.847457627118644,0.0,0.0,0.7653470540758676,413.0,27.8,Universite
0.7250608272506083,0.8710462287104623,0.0,0.0024330900243309003,0.7658698296836982,411.0,27.37,Universite
0.7721822541966427,0.8489208633093526,0.0,0.002398081534772182,0.7647961630695442,417.0,26.59,Universite
0.7804878048780488,0.8341463414634146,0.0,0.02195121951219512,0.7540060975609757,410.0,26.41,Universite
0.7729468599033816,0.855072463768116,0.0,0.0,0.7628200483091787,414.0,26.33,Universite
0.7794117647058824,0.8480392156862745,0.0,0.007352941176470588,0.7497406045751633,408.0,26.2,Universite
0.7753086419753087,0.854320987654321,0.0,0.0049382716049382715,0.7703353909465019,405.0,26.12,Universite
0.8942307692307693,0.7692307692307693,0.0,0.0,0.7600600961538462,416.0,25.77,Universite
0.78239608801956,0.8704156479217604,0.0,0.009779951100244499,0.7185065199674002,409.0,24.89,Universite
0.7961165048543689,0.8689320388349514,0.0,0.0,0.7456391585760519,412.0,24.71,Universite
0.8385542168674699,0.8385542168674699,0.0,0.0,0.7543453815261044,415.0,24.53,Universite
0.803921568627451,0.8676470588235294,0.0,0.0196078431372549,0.7421241830065358,408.0,23.87,Universite
0.7469879518072289,0.9253012048192771,0.0,0.007228915662650603,0.7482550200803214,415.0,23.64,Universite
0.7775061124694377,0.9046454767726161,0.0,0.004889975550122249,0.7710493072534637,409.0,23.52,Universite
0.883495145631068,0.8252427184466019,0.0,0.0024271844660194173,0.7695266990291261,412.0,23.33,Universite
0.7777777777777778,0.9082125603864735,0.0,0.00966183574879227,0.7649376006441224,414.0,23.19,Universite
0.8719211822660099,0.8472906403940886,0.0,0.0049261083743842365,0.765018472906404,406.0,22.61,Universite
0.8845208845208845,0.8501228501228502,0.0,0.002457002457002457,0.7466789516789516,407.0,22.04,Universite
0.8661800486618005,0.8953771289537713,0.0,0.012165450121654502,0.7539679643146795,411.0,20.22,Universite
0.8768472906403941,0.9310344827586207,0.0,0.009852216748768473,0.7464388341543514,406.0,18.08,Universite
0.9197080291970803,0.9391727493917275,0.0,0.009732360097323601,0.7376216545012166,411.0,15.96,Universite
0.0,0.0,0.0,0.1103448275862069,0.6084482758620691,290.0,96.69,Centre_Soutien
0.0,0.0,0.0,0.13793103448275862,0.5872988505747126,290.0,95.86,Centre_Soutien
0.0,0.0,0.0,0.14482758620689656,0.5967816091954022,290.0,95.66,Centre_Soutien
0.0,0.0,0.0,0.15517241379310345,0.5882758620689655,290.0,95.34,Centre_Soutien
0.0,0.0,0.0,0.15517241379310345,0.5867816091954022,290.0,95.34,Centre_Soutien
0.0,0.0,0.0,0.15862068965517243,0.628448275862069,290.0,95.24,Centre_Soutien
0.0,0.0,0.0,0.15862068965517243,0.5811494252873564,290.0,95.24,Centre_Soutien
0.0,0.0,0.0,0.16206896551724137,0.5940229885057471,290.0,95.14,Centre_Soutien
0.0,0.0,0.0,0.16896551724137931,0.6028735632183908,290.0,94.93,Centre_Soutien
0.0,0.0,0.0,0.1724137931034483,0.5763218390804598,290.0,94.83,Centre_Soutien
0.0,0.0,0.0,0.17586206896551723,0.5982758620689655,290.0,94.72,Centre_Soutien
0.0,0.0,0.0,0.1793103448275862,0.6059195402298849,290.0,94.62,Centre_Soutien
0.0,0.0,0.0,0.1793103448275862,0.6101724137931034,290.0,94.62,Centre_Soutien
0.0,0.0,0.0,0.18275862068965518,0.5659770114942528,290.0,94.52,Centre_Soutien
0.0,0.0,0.0,0.18275862068965518,0.5666666666666667,290.0,94.52,Centre_Soutien
0.0,0.0,0.0,0.18620689655172415,0.5507471264367817,290.0,94.41,Centre_Soutien
0.0,0.0,0.0,0.18620689655172415,0.5580459770114943,290.0,94.41,Centre_Soutien
0.0,0.0,0.0,0.18620689655172415,0.5810344827586207,290.0,94.41,Centre_Soutien
0.0,0.0,0.0,0.1896551724137931,0.5623563218390805,290.0,94.31,Centre_Soutien
0.0,0.0,0.0,0.1896551724137931,0.5926436781609196,290.0,94.31,Centre_Soutien
0.0,0.0,0.0,0.19310344827586207,0.5791379310344827,290.0,94.21,Centre_Soutien
0.0,0.0,0.0,0.19310344827586207,0.5748850574712644,290.0,94.21,Centre_Soutien
0.0,0.0,0.0,0.19655172413793104,0.5699425287356322,290.0,94.1,Centre_Soutien
0.0,0.0,0.0,0.19655172413793104,0.5948850574712644,290.0,94.1,Centre_Soutien
0.0,0.0,0.0,0.20344827586206896,0.5903448275862069,290.0,93.9,Centre_Soutien
0.0,0.0,0.0,0.20344827586206896,0.5792528735632184,290.0,93.9,Centre_Soutien
0.0,0.0,0.0,0.2103448275862069,0.5739655172413792,290.0,93.69,Centre_Soutien
0.0,0.0,0.0,0.21379310344827587,0.5492528735632184,290.0,93.59,Centre_Soutien
0.0,0.0,0.0,0.21379310344827587,0.5966666666666667,290.0,93.59,Centre_Soutien
0.0,0.0,0.0,0.23793103448275862,0.5494252873563219,290.0,92.86,Centre_Soutien
