ID_Classe,Type_Etablissement,Niveau,Nb_Etudiants,Nom_Matiere,ID_Enseignant,ID_Salle,Capacite_Salle,Type_Salle,Jour,Heure_Debut,Heure_Fin,Nb_Tentatives,Version,H_Start,H_End,Util,Score
C0119,Universite,Master_1,158,ALGEBRE,T0168,R009,200,Amphitheatre,Mardi,14:00,16:00,1,42,14,16,0.79,43.22
C0119,Universite,Master_1,158,ALGEBRE,T0168,R010,200,Amphitheatre,Lundi,10:00,12:00,1,42,10,12,0.79,43.22
C0119,Universite,Master_1,158,ALGEBRE,T0044,R010,200,Amphitheatre,Mercredi,10:00,12:00,1,42,10,12,0.79,43.22
C0119,Universite,Master_1,158,ANALYSE,T0159,R016,200,Amphitheatre,Lundi,16:00,18:00,1,42,16,18,0.79,43.22
C0119,Universite,Master_1,158,MECANIQUE_QUANTIQUE,T0058,R010,200,Amphitheatre,Jeudi,14:00,16:00,1,42,14,16,0.79,43.22
C0119,Universite,Master_1,158,MECANIQUE_QUANTIQUE,T0058,R010,200,Amphitheatre,Mercredi,16:00,18:00,1,42,16,18,0.79,43.22
C0119,Universite,Master_1,158,DROIT_CIVIL,T0069,R071,200,Laboratoire,Mercredi,08:00,10:00,1,42,8,10,0.79,43.22
C0119,Universite,Master_1,158,DROIT_CIVIL,T0069,R010,200,Amphitheatre,Mardi,10:00,12:00,1,42,10,12,0.79,43.22
C0119,Universite,Master_1,158,DROIT_CIVIL,T0069,R016,200,Amphitheatre,Vendredi,10:00,12:00,2,42,10,12,0.79,43.22
C0119,Universite,Master_1,158,ECONOMIE,T0160,R016,200,Amphitheatre,Mercredi,14:00,16:00,2,42,14,16,0.79,43.22
C0119,Universite,Master_1,158,ECONOMIE,T0132,R071,200,Laboratoire,Lundi,14:00,16:00,1,42,14,16,0.79,43.22
C0119,Universite,Master_1,158,BASE_DE_DONNEES,T0185,R022,200,Laboratoire,Jeudi,08:00,10:00,2,42,8,10,0.79,43.22
C0119,Universite,Master_1,158,RESEAUX,T0122,R010,200,Amphitheatre,Mardi,08:00,10:00,1,42,8,10,0.79,43.22
C0119,Universite,Master_1,158,RESEAUX,T0168,R071,200,Laboratoire,Mardi,16:00,18:00,1,42,16,18,0.79,43.22
C0119,Universite,Master_1,158,BIOLOGIE,T0124,R071,200,Laboratoire,Vendredi,14:00,16:00,2,42,14,16,0.79,43.22
C0119,Universite,Master_1,158,BIOLOGIE,T0153,R022,200,Laboratoire,Jeudi,10:00,12:00,4,42,10,12,0.79,43.22
C0119,Universite,Master_1,158,BIOLOGIE,T0123,R022,200,Laboratoire,Vendredi,08:00,10:00,2,42,8,10,0.79,43.22
C0079,Ecole_Standard,Baccalaureat,37,MATH,T0119,R069,40,Labo_Informatique,Lundi,16:00,18:00,1,42,16,18,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,MATH,T0119,R027,40,Labo_Science,Mercredi,14:00,16:00,1,42,14,16,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,MATH,T0119,R046,40,Labo_Science,Jeudi,10:00,12:00,1,42,10,12,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,PHYSIQUE,T0020,R069,40,Labo_Informatique,Lundi,08:00,10:00,1,42,8,10,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,PHYSIQUE,T0191,R013,40,Labo_Science,Mardi,10:00,12:00,1,42,10,12,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,CHIMIE,T0046,R014,40,Generale,Mercredi,10:00,12:00,1,42,10,12,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,CHIMIE,T0046,R050,40,Labo_Science,Mercredi,16:00,18:00,1,42,16,18,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,ARABE,T0009,R054,40,Labo_Informatique,Vendredi,08:00,10:00,1,42,8,10,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,ARABE,T0162,R013,40,Labo_Science,Mardi,16:00,18:00,4,42,16,18,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,FRANCAIS,T0170,R046,40,Labo_Science,Lundi,14:00,16:00,1,42,14,16,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,FRANCAIS,T0017,R058,40,Generale,Mardi,08:00,10:00,2,42,8,10,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,FRANCAIS,T0170,R014,40,Generale,Jeudi,16:00,18:00,1,42,16,18,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,ANGLAIS,T0135,R054,40,Labo_Informatique,Mercredi,08:00,10:00,1,42,8,10,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,ANGLAIS,T0173,R027,40,Labo_Science,Mardi,14:00,16:00,2,42,14,16,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,ANGLAIS,T0173,R058,40,Generale,Jeudi,08:00,10:00,1,42,8,10,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,SVT,T0021,R040,40,Labo_Science,Jeudi,14:00,16:00,2,42,14,16,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,SVT,T0167,R065,40,Labo_Informatique,Vendredi,14:00,16:00,9,42,14,16,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,SVT,T0021,R001,40,Labo_Science,Vendredi,10:00,12:00,11,42,10,12,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,PHILOSOPHIE,T0076,R054,40,Labo_Informatique,Vendredi,16:00,18:00,18,42,16,18,0.925,43.22
C0079,Ecole_Standard,Baccalaureat,37,PHILOSOPHIE,T0120,R032,40,Generale,Lundi,10:00,12:00,33,42,10,12,0.925,43.22
C0077,Centre_Soutien,Baccalaureat,13,MATH,T0172,R047,15,Generale,Lundi,08:00,10:00,1,42,8,10,0.8666666666666667,43.22
C0077,Centre_Soutien,Baccalaureat,13,MATH,T0053,R077,20,Generale,Mercredi,10:00,12:00,2,42,10,12,0.65,43.22
C0077,Centre_Soutien,Baccalaureat,13,PHYSIQUE,T0040,R079,15,Generale,Jeudi,16:00,18:00,1,42,16,18,0.8666666666666667,43.22
C0077,Centre_Soutien,Baccalaureat,13,CHIMIE,T0084,R017,15,Generale,Vendredi,14:00,16:00,1,42,14,16,0.8666666666666667,43.22
C0077,Centre_Soutien,Baccalaureat,13,CHIMIE,T0172,R033,15,Generale,Vendredi,08:00,10:00,2,42,8,10,0.8666666666666667,43.22
C0077,Centre_Soutien,Baccalaureat,13,CHIMIE,T0078,R076,20,Generale,Mardi,16:00,18:00,1,42,16,18,0.65,43.22
C0077,Centre_Soutien,Baccalaureat,13,FRANCAIS,T0129,R002,20,Generale,Lundi,16:00,18:00,1,42,16,18,0.65,43.22
C0077,Centre_Soutien,Baccalaureat,13,ANGLAIS,T0186,R055,15,Generale,Jeudi,14:00,16:00,1,42,14,16,0.8666666666666667,43.22
C0077,Centre_Soutien,Baccalaureat,13,ANGLAIS,T0187,R037,15,Generale,Mardi,08:00,10:00,1,42,8,10,0.8666666666666667,43.22
C0032,Ecole_Standard,College,34,MATH,T0193,R058,40,Generale,Jeudi,10:00,12:00,1,42,10,12,0.85,43.22
C0032,Ecole_Standard,College,34,MATH,T0193,R014,40,Generale,Lundi,10:00,12:00,1,42,10,12,0.85,43.22
C0032,Ecole_Standard,College,34,MATH,T0075,R069,40,Labo_Informatique,Vendredi,08:00,10:00,1,42,8,10,0.85,43.22
C0032,Ecole_Standard,College,34,PHYSIQUE,T0137,R013,40,Labo_Science,Jeudi,08:00,10:00,2,42,8,10,0.85,43.22
C0032,Ecole_Standard,College,34,PHYSIQUE,T0137,R054,40,Labo_Informatique,Jeudi,14:00,16:00,1,42,14,16,0.85,43.22
C0032,Ecole_Standard,College,34,CHIMIE,T0196,R032,40,Generale,Mercredi,16:00,18:00,1,42,16,18,0.85,43.22
C0032,Ecole_Standard,College,34,CHIMIE,T0100,R027,40,Labo_Science,Vendredi,16:00,18:00,1,42,16,18,0.85,43.22
C0032,Ecole_Standard,College,34,ARABE,T0147,R069,40,Labo_Informatique,Mardi,16:00,18:00,1,42,16,18,0.85,43.22
C0032,Ecole_Standard,College,34,ARABE,T0049,R035,35,Labo_Science,Mercredi,10:00,12:00,1,42,10,12,0.9714285714285714,43.22
C0032,Ecole_Standard,College,34,FRANCAIS,T0170,R041,35,Generale,Mercredi,14:00,16:00,2,42,14,16,0.9714285714285714,43.22
C0032,Ecole_Standard,College,34,FRANCAIS,T0170,R035,35,Labo_Science,Vendredi,10:00,12:00,1,42,10,12,0.9714285714285714,43.22
C0032,Ecole_Standard,College,34,FRANCAIS,T0170,R046,40,Labo_Science,Lundi,16:00,18:00,1,42,16,18,0.85,43.22
C0032,Ecole_Standard,College,34,ANGLAIS,T0107,R027,40,Labo_Science,Jeudi,16:00,18:00,4,42,16,18,0.85,43.22
C0032,Ecole_Standard,College,34,ANGLAIS,T0107,R013,40,Labo_Science,Mercredi,08:00,10:00,2,42,8,10,0.85,43.22
C0032,Ecole_Standard,College,34,ANGLAIS,T0200,R021,40,Generale,Lundi,08:00,10:00,6,42,8,10,0.85,43.22
C0032,Ecole_Standard,College,34,SVT,T0164,R040,40,Labo_Science,Mardi,14:00,16:00,2,42,14,16,0.85,43.22
C0032,Ecole_Standard,College,34,SVT,T0094,R054,40,Labo_Informatique,Vendredi,14:00,16:00,2,42,14,16,0.85,43.22
C0032,Ecole_Standard,College,34,SVT,T0049,R046,40,Labo_Science,Mardi,10:00,12:00,2,42,10,12,0.85,43.22
C0032,Ecole_Standard,College,34,PHILOSOPHIE,T0190,R040,40,Labo_Science,Mardi,08:00,10:00,14,42,8,10,0.85,43.22
C0032,Ecole_Standard,College,34,PHILOSOPHIE,T0092,R050,40,Labo_Science,Lundi,14:00,16:00,27,42,14,16,0.85,43.22
C0065,Universite,Cycle_Ingenieur,178,ALGEBRE,T0041,R009,200,Amphitheatre,Jeudi,14:00,16:00,2,42,14,16,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,ALGEBRE,T0019,R016,200,Amphitheatre,Mardi,16:00,18:00,1,42,16,18,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,ALGEBRE,T0108,R071,200,Laboratoire,Mercredi,16:00,18:00,1,42,16,18,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,ANALYSE,T0045,R009,200,Amphitheatre,Vendredi,08:00,10:00,1,42,8,10,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,MECANIQUE_QUANTIQUE,T0056,R022,200,Laboratoire,Lundi,10:00,12:00,1,42,10,12,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,MECANIQUE_QUANTIQUE,T0157,R009,200,Amphitheatre,Mardi,08:00,10:00,1,42,8,10,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,DROIT_CIVIL,T0085,R010,200,Amphitheatre,Mercredi,08:00,10:00,1,42,8,10,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,DROIT_CIVIL,T0003,R022,200,Laboratoire,Mardi,14:00,16:00,1,42,14,16,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,DROIT_CIVIL,T0003,R022,200,Laboratoire,Mercredi,14:00,16:00,2,42,14,16,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,ECONOMIE,T0066,R071,200,Laboratoire,Lundi,08:00,10:00,3,42,8,10,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,ECONOMIE,T0099,R071,200,Laboratoire,Jeudi,10:00,12:00,1,42,10,12,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,BASE_DE_DONNEES,T0178,R071,200,Laboratoire,Lundi,16:00,18:00,2,42,16,18,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,RESEAUX,T0122,R071,200,Laboratoire,Vendredi,16:00,18:00,1,42,16,18,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,RESEAUX,T0143,R071,200,Laboratoire,Jeudi,08:00,10:00,1,42,8,10,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,BIOLOGIE,T0064,R022,200,Laboratoire,Vendredi,10:00,12:00,5,42,10,12,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,BIOLOGIE,T0086,R071,200,Laboratoire,Mardi,10:00,12:00,3,42,10,12,0.89,43.22
C0065,Universite,Cycle_Ingenieur,178,BIOLOGIE,T0086,R071,200,Laboratoire,Mercredi,10:00,12:00,8,42,10,12,0.89,43.22
C0142,Centre_Soutien,Baccalaureat,5,MATH,T0053,R073,20,Generale,Mardi,08:00,10:00,1,42,8,10,0.25,43.22
C0142,Centre_Soutien,Baccalaureat,5,MATH,T0053,R039,20,Generale,Vendredi,10:00,12:00,2,42,10,12,0.25,43.22
C0142,Centre_Soutien,Baccalaureat,5,PHYSIQUE,T0012,R064,15,Generale,Jeudi,14:00,16:00,1,42,14,16,0.3333333333333333,43.22
C0142,Centre_Soutien,Baccalaureat,5,CHIMIE,T0125,R073,20,Generale,Vendredi,08:00,10:00,3,42,8,10,0.25,43.22
C0142,Centre_Soutien,Baccalaureat,5,CHIMIE,T0172,R045,20,Generale,Lundi,10:00,12:00,1,42,10,12,0.25,43.22
C0142,Centre_Soutien,Baccalaureat,5,CHIMIE,T0125,R057,15,Generale,Jeudi,10:00,12:00,1,42,10,12,0.3333333333333333,43.22
C0142,Centre_Soutien,Baccalaureat,5,FRANCAIS,T0129,R064,15,Generale,Mercredi,08:00,10:00,2,42,8,10,0.3333333333333333,43.22
C0142,Centre_Soutien,Baccalaureat,5,ANGLAIS,T0118,R077,20,Generale,Mercredi,16:00,18:00,2,42,16,18,0.25,43.22
C0142,Centre_Soutien,Baccalaureat,5,ANGLAIS,T0139,R049,20,Generale,Mardi,14:00,16:00,1,42,14,16,0.25,43.22
C0069,Centre_Soutien,Prepa,10,MATH,T0078,R076,20,Generale,Mardi,10:00,12:00,2,42,10,12,0.5,43.22
C0069,Centre_Soutien,Prepa,10,MATH,T0060,R045,20,Generale,Vendredi,08:00,10:00,1,42,8,10,0.5,43.22
C0069,Centre_Soutien,Prepa,10,PHYSIQUE,T0142,R036,20,Generale,Lundi,10:00,12:00,1,42,10,12,0.5,43.22
C0069,Centre_Soutien,Prepa,10,CHIMIE,T0080,R019,20,Generale,Vendredi,10:00,12:00,1,42,10,12,0.5,43.22
C0069,Centre_Soutien,Prepa,10,CHIMIE,T0080,R049,20,Generale,Lundi,08:00,10:00,2,42,8,10,0.5,43.22
C0069,Centre_Soutien,Prepa,10,CHIMIE,T0073,R019,20,Generale,Mardi,08:00,10:00,1,42,8,10,0.5,43.22
C0069,Centre_Soutien,Prepa,10,FRANCAIS,T0142,R006,10,Generale,Mercredi,14:00,16:00,1,42,14,16,1.0,43.22
C0069,Centre_Soutien,Prepa,10,ANGLAIS,T0118,R051,20,Generale,Vendredi,16:00,18:00,1,42,16,18,0.5,43.22
C0069,Centre_Soutien,Prepa,10,ANGLAIS,T0139,R012,10,Generale,Vendredi,14:00,16:00,1,42,14,16,1.0,43.22
C0083,Centre_Soutien,Baccalaureat,12,MATH,T0109,R036,20,Generale,Mercredi,14:00,16:00,1,42,14,16,0.6,43.22
C0083,Centre_Soutien,Baccalaureat,12,MATH,T0174,R073,20,Generale,Mardi,10:00,12:00,2,42,10,12,0.6,43.22
C0083,Centre_Soutien,Baccalaureat,12,PHYSIQUE,T0013,R037,15,Generale,Mercredi,16:00,18:00,2,42,16,18,0.8,43.22
C0083,Centre_Soutien,Baccalaureat,12,CHIMIE,T0084,R017,15,Generale,Vendredi,16:00,18:00,6,42,16,18,0.8,43.22
C0083,Centre_Soutien,Baccalaureat,12,CHIMIE,T0125,R073,20,Generale,Jeudi,08:00,10:00,2,42,8,10,0.6,43.22
C0083,Centre_Soutien,Baccalaureat,12,CHIMIE,T0125,R079,15,Generale,Lundi,10:00,12:00,3,42,10,12,0.8,43.22
C0083,Centre_Soutien,Baccalaureat,12,FRANCAIS,T0179,R064,15,Generale,Mardi,14:00,16:00,1,42,14,16,0.8,43.22
C0083,Centre_Soutien,Baccalaureat,12,ANGLAIS,T0047,R036,20,Generale,Lundi,14:00,16:00,1,42,14,16,0.6,43.22
C0083,Centre_Soutien,Baccalaureat,12,ANGLAIS,T0013,R079,15,Generale,Vendredi,10:00,12:00,1,42,10,12,0.8,43.22
C0111,Universite,Cycle_Ingenieur,175,ALGEBRE,T0085,R010,200,Amphitheatre,Lundi,14:00,16:00,1,42,14,16,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,ALGEBRE,T0041,R010,200,Amphitheatre,Jeudi,10:00,12:00,1,42,10,12,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,ALGEBRE,T0152,R009,200,Amphitheatre,Vendredi,10:00,12:00,1,42,10,12,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,ANALYSE,T0002,R022,200,Laboratoire,Mardi,08:00,10:00,1,42,8,10,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,MECANIQUE_QUANTIQUE,T0010,R009,200,Amphitheatre,Mercredi,14:00,16:00,1,42,14,16,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,MECANIQUE_QUANTIQUE,T0183,R009,200,Amphitheatre,Mercredi,08:00,10:00,2,42,8,10,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,DROIT_CIVIL,T0003,R016,200,Amphitheatre,Vendredi,14:00,16:00,1,42,14,16,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,DROIT_CIVIL,T0070,R016,200,Amphitheatre,Jeudi,08:00,10:00,2,42,8,10,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,DROIT_CIVIL,T0070,R009,200,Amphitheatre,Lundi,08:00,10:00,1,42,8,10,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,ECONOMIE,T0066,R016,200,Amphitheatre,Mercredi,16:00,18:00,3,42,16,18,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,ECONOMIE,T0066,R016,200,Amphitheatre,Mercredi,10:00,12:00,1,42,10,12,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,BASE_DE_DONNEES,T0178,R022,200,Laboratoire,Jeudi,14:00,16:00,1,42,14,16,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,RESEAUX,T0113,R010,200,Amphitheatre,Vendredi,08:00,10:00,11,42,8,10,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,RESEAUX,T0168,R009,200,Amphitheatre,Mardi,10:00,12:00,3,42,10,12,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,BIOLOGIE,T0064,R022,200,Laboratoire,Lundi,16:00,18:00,6,42,16,18,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,BIOLOGIE,T0064,R071,200,Laboratoire,Mardi,14:00,16:00,1,42,14,16,0.875,43.22
C0111,Universite,Cycle_Ingenieur,175,BIOLOGIE,T0086,R022,200,Laboratoire,Jeudi,16:00,18:00,9,42,16,18,0.875,43.22
C0013,Universite,Cycle_Ingenieur,108,ALGEBRE,T0041,R031,150,Laboratoire,Mardi,10:00,12:00,1,42,10,12,0.72,43.22
C0013,Universite,Cycle_Ingenieur,108,ALGEBRE,T0183,R024,150,Amphitheatre,Mardi,08:00,10:00,1,42,8,10,0.72,43.22
C0013,Universite,Cycle_Ingenieur,108,ALGEBRE,T0041,R015,150,Amphitheatre,Mercredi,08:00,10:00,1,42,8,10,0.72,43.22
C0013,Universite,Cycle_Ingenieur,108,ANALYSE,T0159,R048,150,Laboratoire,Vendredi,14:00,16:00,2,42,14,16,0.72,43.22
C0013,Universite,Cycle_Ingenieur,108,MECANIQUE_QUANTIQUE,T0136,R071,200,Laboratoire,Vendredi,10:00,12:00,2,42,10,12,0.54,43.22
C0013,Universite,Cycle_Ingenieur,108,MECANIQUE_QUANTIQUE,T0157,R025,150,Laboratoire,Mercredi,16:00,18:00,2,42,16,18,0.72,43.22
C0013,Universite,Cycle_Ingenieur,108,DROIT_CIVIL,T0003,R048,150,Laboratoire,Vendredi,08:00,10:00,3,42,8,10,0.72,43.22
C0013,Universite,Cycle_Ingenieur,108,DROIT_CIVIL,T0085,R022,200,Laboratoire,Mardi,16:00,18:00,2,42,16,18,0.54,43.22
C0013,Universite,Cycle_Ingenieur,108,DROIT_CIVIL,T0070,R010,200,Amphitheatre,Jeudi,16:00,18:00,4,42,16,18,0.54,43.22
C0013,Universite,Cycle_Ingenieur,108,ECONOMIE,T0099,R044,150,Laboratoire,Lundi,14:00,16:00,2,42,14,16,0.72,43.22
C0013,Universite,Cycle_Ingenieur,108,ECONOMIE,T0099,R016,200,Amphitheatre,Lundi,10:00,12:00,4,42,10,12,0.54,43.22
C0013,Universite,Cycle_Ingenieur,108,BASE_DE_DONNEES,T0138,R080,150,Laboratoire,Jeudi,08:00,10:00,3,42,8,10,0.72,43.22
C0013,Universite,Cycle_Ingenieur,108,RESEAUX,T0143,R066,150,Amphitheatre,Lundi,16:00,18:00,11,42,16,18,0.72,43.22
C0013,Universite,Cycle_Ingenieur,108,RESEAUX,T0122,R015,150,Amphitheatre,Lundi,08:00,10:00,9,42,8,10,0.72,43.22
C0013,Universite,Cycle_Ingenieur,108,BIOLOGIE,T0086,R059,150,Laboratoire,Vendredi,16:00,18:00,5,42,16,18,0.72,43.22
C0013,Universite,Cycle_Ingenieur,108,BIOLOGIE,T0064,R071,200,Laboratoire,Mercredi,14:00,16:00,2,42,14,16,0.54,43.22
C0013,Universite,Cycle_Ingenieur,108,BIOLOGIE,T0086,R044,150,Laboratoire,Jeudi,10:00,12:00,12,42,10,12,0.72,43.22
C0037,Centre_Soutien,College,11,MATH,T0141,R060,20,Generale,Jeudi,10:00,12:00,2,42,10,12,0.55,43.22
C0037,Centre_Soutien,College,11,MATH,T0180,R076,20,Generale,Jeudi,08:00,10:00,1,42,8,10,0.55,43.22
C0037,Centre_Soutien,College,11,PHYSIQUE,T0023,R055,15,Generale,Vendredi,14:00,16:00,1,42,14,16,0.7333333333333333,43.22
C0037,Centre_Soutien,College,11,CHIMIE,T0158,R060,20,Generale,Mardi,08:00,10:00,1,42,8,10,0.55,43.22
C0037,Centre_Soutien,College,11,CHIMIE,T0145,R045,20,Generale,Mardi,16:00,18:00,1,42,16,18,0.55,43.22
C0037,Centre_Soutien,College,11,CHIMIE,T0158,R039,20,Generale,Vendredi,16:00,18:00,1,42,16,18,0.55,43.22
C0037,Centre_Soutien,College,11,FRANCAIS,T0023,R002,20,Generale,Mardi,14:00,16:00,1,42,14,16,0.55,43.22
C0037,Centre_Soutien,College,11,ANGLAIS,T0007,R051,20,Generale,Vendredi,08:00,10:00,2,42,8,10,0.55,43.22
C0037,Centre_Soutien,College,11,ANGLAIS,T0026,R033,15,Generale,Mercredi,16:00,18:00,2,42,16,18,0.7333333333333333,43.22
C0010,Universite,Licence_1,133,ALGEBRE,T0108,R080,150,Laboratoire,Jeudi,10:00,12:00,1,42,10,12,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,ALGEBRE,T0044,R048,150,Laboratoire,Vendredi,16:00,18:00,3,42,16,18,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,ALGEBRE,T0044,R034,150,Laboratoire,Jeudi,16:00,18:00,4,42,16,18,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,ANALYSE,T0189,R016,200,Amphitheatre,Mardi,08:00,10:00,2,42,8,10,0.665,43.22
C0010,Universite,Licence_1,133,MECANIQUE_QUANTIQUE,T0044,R070,150,Amphitheatre,Lundi,16:00,18:00,2,42,16,18,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,MECANIQUE_QUANTIQUE,T0039,R015,150,Amphitheatre,Jeudi,08:00,10:00,3,42,8,10,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,DROIT_CIVIL,T0059,R031,150,Laboratoire,Lundi,14:00,16:00,2,42,14,16,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,DROIT_CIVIL,T0059,R015,150,Amphitheatre,Mardi,16:00,18:00,1,42,16,18,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,DROIT_CIVIL,T0059,R063,150,Amphitheatre,Mardi,10:00,12:00,3,42,10,12,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,ECONOMIE,T0072,R070,150,Amphitheatre,Lundi,08:00,10:00,1,42,8,10,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,ECONOMIE,T0101,R025,150,Laboratoire,Lundi,10:00,12:00,4,42,10,12,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,BASE_DE_DONNEES,T0077,R044,150,Laboratoire,Mercredi,08:00,10:00,2,42,8,10,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,RESEAUX,T0181,R080,150,Laboratoire,Mercredi,10:00,12:00,4,42,10,12,0.8866666666666667,43.22
C0010,Universite,Licence_1,133,RESEAUX,T0072,R031,150,Laboratoire,Mercredi,16:00,18:00,1,42,16,18,0.8866666666666667,43.22
