ID_Classe,Type_Etablissement,Niveau,Nb_Etudiants,ID_Matiere,Nom_Matiere,ID_Enseignant,Nom_Enseignant,ID_Salle,Capacite_Salle,Type_Salle,Creneau,Jour,Heure_Debut,Heure_Fin,Score,Version
C0057,Universite,Licence_2,162,SUB_UNIVERSITE_DROIT_CIVIL,DROIT_CIVIL,T0070,Prof_70,R009,200,Amphitheatre,Vendredi_08:00-10:00,Vendredi,08:00,10:00,39.44,1
C0057,Universite,Licence_2,162,SUB_UNIVERSITE_DROIT_CIVIL,DROIT_CIVIL,T0070,Prof_70,R009,200,Amphitheatre,Vendredi_14:00-16:00,Vendredi,14:00,16:00,39.44,1
C0057,Universite,Licence_2,162,SUB_UNIVERSITE_DROIT_CIVIL,DROIT_CIVIL,T0059,Prof_59,R071,200,Laboratoire,Mercredi_14:00-16:00,Mercredi,14:00,16:00,39.44,1
C0057,Universite,Licence_2,162,SUB_UNIVERSITE_ECONOMIE,ECONOMIE,T0016,Prof_16,R010,200,Amphitheatre,Jeudi_14:00-16:00,Jeudi,14:00,16:00,39.44,1
C0057,Universite,Licence_2,162,SUB_UNIVERSITE_ECONOMIE,ECONOMIE,T0090,Prof_90,R009,200,Amphitheatre,Lundi_14:00-16:00,Lundi,14:00,16:00,39.44,1
C0057,Universite,Licence_2,162,SUB_UNIVERSITE_BASE_DE_DONNEES,BASE_DE_DONNEES,T0184,Prof_184,R009,200,Amphitheatre,Mercredi_16:00-18:00,Mercredi,16:00,18:00,39.44,1
C0057,Universite,Licence_2,162,SUB_UNIVERSITE_RESEAUX,RESEAUX,T0061,Prof_61,R022,200,Laboratoire,Vendredi_10:00-12:00,Vendredi,10:00,12:00,39.44,1
C0057,Universite,Licence_2,162,SUB_UNIVERSITE_RESEAUX,RESEAUX,T0016,Prof_16,R009,200,Amphitheatre,Lundi_08:00-10:00,Lundi,08:00,10:00,39.44,1
C0057,Universite,Licence_2,162,SUB_UNIVERSITE_BIOLOGIE,BIOLOGIE,T0082,Prof_82,R071,200,Laboratoire,Mardi_08:00-10:00,Mardi,08:00,10:00,39.44,1
C0057,Universite,Licence_2,162,SUB_UNIVERSITE_BIOLOGIE,BIOLOGIE,T0127,Prof_127,R022,200,Laboratoire,Mardi_14:00-16:00,Mardi,14:00,16:00,39.44,1
C0057,Universite,Licence_2,162,SUB_UNIVERSITE_BIOLOGIE,BIOLOGIE,T0123,Prof_123,R022,200,Laboratoire,Jeudi_08:00-10:00,Jeudi,08:00,10:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_MATH,MATH,T0119,Prof_119,R027,40,Labo_Science,Mardi_10:00-12:00,Mardi,10:00,12:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_MATH,MATH,T0119,Prof_119,R035,35,Labo_Science,Lundi_10:00-12:00,Lundi,10:00,12:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_MATH,MATH,T0119,Prof_119,R027,40,Labo_Science,Mardi_16:00-18:00,Mardi,16:00,18:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_PHYSIQUE,PHYSIQUE,T0177,Prof_177,R046,40,Labo_Science,Mardi_14:00-16:00,Mardi,14:00,16:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_PHYSIQUE,PHYSIQUE,T0005,Prof_5,R007,35,Labo_Science,Vendredi_08:00-10:00,Vendredi,08:00,10:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_CHIMIE,CHIMIE,T0046,Prof_46,R069,40,Labo_Informatique,Lundi_08:00-10:00,Lundi,08:00,10:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_CHIMIE,CHIMIE,T0046,Prof_46,R075,35,Generale,Vendredi_16:00-18:00,Vendredi,16:00,18:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_ARABE,ARABE,T0062,Prof_62,R028,35,Generale,Mercredi_16:00-18:00,Mercredi,16:00,18:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_ARABE,ARABE,T0095,Prof_95,R046,40,Labo_Science,Mardi_08:00-10:00,Mardi,08:00,10:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0170,Prof_170,R028,35,Generale,Lundi_16:00-18:00,Lundi,16:00,18:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0017,Prof_17,R040,40,Labo_Science,Jeudi_08:00-10:00,Jeudi,08:00,10:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0111,Prof_111,R069,40,Labo_Informatique,Mercredi_14:00-16:00,Mercredi,14:00,16:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0024,Prof_24,R058,40,Generale,Lundi_14:00-16:00,Lundi,14:00,16:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0173,Prof_173,R007,35,Labo_Science,Mercredi_08:00-10:00,Mercredi,08:00,10:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0173,Prof_173,R040,40,Labo_Science,Jeudi_16:00-18:00,Jeudi,16:00,18:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_SVT,SVT,T0094,Prof_94,R050,40,Labo_Science,Jeudi_14:00-16:00,Jeudi,14:00,16:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_SVT,SVT,T0095,Prof_95,R054,40,Labo_Informatique,Jeudi_10:00-12:00,Jeudi,10:00,12:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_SVT,SVT,T0021,Prof_21,R027,40,Labo_Science,Vendredi_14:00-16:00,Vendredi,14:00,16:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_PHILOSOPHIE,PHILOSOPHIE,T0076,Prof_76,R040,40,Labo_Science,Mercredi_10:00-12:00,Mercredi,10:00,12:00,39.44,1
C0038,Ecole_Standard,Baccalaureat,31,SUB_ECOLE_STANDARD_PHILOSOPHIE,PHILOSOPHIE,T0134,Prof_134,R058,40,Generale,Vendredi_10:00-12:00,Vendredi,10:00,12:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_MATH,MATH,T0146,Prof_146,R027,40,Labo_Science,Jeudi_14:00-16:00,Jeudi,14:00,16:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_MATH,MATH,T0193,Prof_193,R021,40,Generale,Jeudi_10:00-12:00,Jeudi,10:00,12:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_MATH,MATH,T0193,Prof_193,R029,30,Generale,Vendredi_08:00-10:00,Vendredi,08:00,10:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_PHYSIQUE,PHYSIQUE,T0097,Prof_97,R050,40,Labo_Science,Mercredi_10:00-12:00,Mercredi,10:00,12:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_PHYSIQUE,PHYSIQUE,T0005,Prof_5,R035,35,Labo_Science,Lundi_16:00-18:00,Lundi,16:00,18:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_CHIMIE,CHIMIE,T0196,Prof_196,R040,40,Labo_Science,Mardi_14:00-16:00,Mardi,14:00,16:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_CHIMIE,CHIMIE,T0196,Prof_196,R065,40,Labo_Informatique,Vendredi_10:00-12:00,Vendredi,10:00,12:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_ARABE,ARABE,T0171,Prof_171,R005,35,Generale,Jeudi_08:00-10:00,Jeudi,08:00,10:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_ARABE,ARABE,T0161,Prof_161,R040,40,Labo_Science,Lundi_10:00-12:00,Lundi,10:00,12:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0037,Prof_37,R029,30,Generale,Jeudi_16:00-18:00,Jeudi,16:00,18:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0037,Prof_37,R029,30,Generale,Mercredi_14:00-16:00,Mercredi,14:00,16:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0037,Prof_37,R021,40,Generale,Lundi_14:00-16:00,Lundi,14:00,16:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0107,Prof_107,R007,35,Labo_Science,Mardi_10:00-12:00,Mardi,10:00,12:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0087,Prof_87,R069,40,Labo_Informatique,Mercredi_16:00-18:00,Mercredi,16:00,18:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0005,Prof_5,R001,40,Labo_Science,Mardi_08:00-10:00,Mardi,08:00,10:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_SVT,SVT,T0167,Prof_167,R046,40,Labo_Science,Mercredi_08:00-10:00,Mercredi,08:00,10:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_SVT,SVT,T0095,Prof_95,R052,30,Labo_Science,Vendredi_16:00-18:00,Vendredi,16:00,18:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_SVT,SVT,T0022,Prof_22,R052,30,Labo_Science,Vendredi_14:00-16:00,Vendredi,14:00,16:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_PHILOSOPHIE,PHILOSOPHIE,T0195,Prof_195,R041,35,Generale,Mardi_16:00-18:00,Mardi,16:00,18:00,39.44,1
C0139,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_PHILOSOPHIE,PHILOSOPHIE,T0027,Prof_27,R043,30,Labo_Informatique,Lundi_08:00-10:00,Lundi,08:00,10:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_MATH,MATH,T0146,Prof_146,R003,30,Labo_Informatique,Vendredi_14:00-16:00,Vendredi,14:00,16:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_MATH,MATH,T0146,Prof_146,R040,40,Labo_Science,Mercredi_16:00-18:00,Mercredi,16:00,18:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_MATH,MATH,T0146,Prof_146,R005,35,Generale,Lundi_10:00-12:00,Lundi,10:00,12:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_PHYSIQUE,PHYSIQUE,T0005,Prof_5,R008,30,Labo_Science,Mercredi_10:00-12:00,Mercredi,10:00,12:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_PHYSIQUE,PHYSIQUE,T0097,Prof_97,R007,35,Labo_Science,Jeudi_14:00-16:00,Jeudi,14:00,16:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_CHIMIE,CHIMIE,T0097,Prof_97,R074,30,Generale,Mardi_08:00-10:00,Mardi,08:00,10:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_CHIMIE,CHIMIE,T0097,Prof_97,R054,40,Labo_Informatique,Jeudi_08:00-10:00,Jeudi,08:00,10:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_ARABE,ARABE,T0161,Prof_161,R029,30,Generale,Lundi_14:00-16:00,Lundi,14:00,16:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_ARABE,ARABE,T0171,Prof_171,R075,35,Generale,Jeudi_16:00-18:00,Jeudi,16:00,18:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0037,Prof_37,R040,40,Labo_Science,Jeudi_10:00-12:00,Jeudi,10:00,12:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0037,Prof_37,R003,30,Labo_Informatique,Lundi_16:00-18:00,Lundi,16:00,18:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0037,Prof_37,R043,30,Labo_Informatique,Mardi_10:00-12:00,Mardi,10:00,12:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0005,Prof_5,R046,40,Labo_Science,Vendredi_16:00-18:00,Vendredi,16:00,18:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0107,Prof_107,R004,30,Labo_Science,Mardi_14:00-16:00,Mardi,14:00,16:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0107,Prof_107,R028,35,Generale,Vendredi_10:00-12:00,Vendredi,10:00,12:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_SVT,SVT,T0049,Prof_49,R035,35,Labo_Science,Mercredi_08:00-10:00,Mercredi,08:00,10:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_SVT,SVT,T0167,Prof_167,R003,30,Labo_Informatique,Mardi_16:00-18:00,Mardi,16:00,18:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_SVT,SVT,T0049,Prof_49,R040,40,Labo_Science,Lundi_08:00-10:00,Lundi,08:00,10:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_PHILOSOPHIE,PHILOSOPHIE,T0106,Prof_106,R021,40,Generale,Vendredi_08:00-10:00,Vendredi,08:00,10:00,39.44,1
C0125,Ecole_Standard,Tronc_Commun,29,SUB_ECOLE_STANDARD_PHILOSOPHIE,PHILOSOPHIE,T0195,Prof_195,R032,40,Generale,Mercredi_14:00-16:00,Mercredi,14:00,16:00,39.44,1
C0150,Centre_Soutien,Prepa,12,SUB_CENTRE_SOUTIEN_MATH,MATH,T0172,Prof_172,R079,15,Generale,Mercredi_10:00-12:00,Mercredi,10:00,12:00,39.44,1
C0150,Centre_Soutien,Prepa,12,SUB_CENTRE_SOUTIEN_MATH,MATH,T0174,Prof_174,R077,20,Generale,Vendredi_10:00-12:00,Vendredi,10:00,12:00,39.44,1
C0150,Centre_Soutien,Prepa,12,SUB_CENTRE_SOUTIEN_PHYSIQUE,PHYSIQUE,T0198,Prof_198,R017,15,Generale,Lundi_08:00-10:00,Lundi,08:00,10:00,39.44,1
C0150,Centre_Soutien,Prepa,12,SUB_CENTRE_SOUTIEN_CHIMIE,CHIMIE,T0073,Prof_73,R064,15,Generale,Lundi_10:00-12:00,Lundi,10:00,12:00,39.44,1
C0150,Centre_Soutien,Prepa,12,SUB_CENTRE_SOUTIEN_CHIMIE,CHIMIE,T0084,Prof_84,R017,15,Generale,Lundi_16:00-18:00,Lundi,16:00,18:00,39.44,1
C0150,Centre_Soutien,Prepa,12,SUB_CENTRE_SOUTIEN_CHIMIE,CHIMIE,T0172,Prof_172,R076,20,Generale,Mercredi_08:00-10:00,Mercredi,08:00,10:00,39.44,1
C0150,Centre_Soutien,Prepa,12,SUB_CENTRE_SOUTIEN_FRANCAIS,FRANCAIS,T0091,Prof_91,R033,15,Generale,Mardi_14:00-16:00,Mardi,14:00,16:00,39.44,1
C0150,Centre_Soutien,Prepa,12,SUB_CENTRE_SOUTIEN_ANGLAIS,ANGLAIS,T0150,Prof_150,R045,20,Generale,Mardi_10:00-12:00,Mardi,10:00,12:00,39.44,1
C0150,Centre_Soutien,Prepa,12,SUB_CENTRE_SOUTIEN_ANGLAIS,ANGLAIS,T0139,Prof_139,R002,20,Generale,Jeudi_10:00-12:00,Jeudi,10:00,12:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_MATH,MATH,T0146,Prof_146,R001,40,Labo_Science,Mercredi_08:00-10:00,Mercredi,08:00,10:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_MATH,MATH,T0193,Prof_193,R014,40,Generale,Mardi_16:00-18:00,Mardi,16:00,18:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_MATH,MATH,T0146,Prof_146,R058,40,Generale,Lundi_08:00-10:00,Lundi,08:00,10:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_PHYSIQUE,PHYSIQUE,T0112,Prof_112,R050,40,Labo_Science,Vendredi_16:00-18:00,Vendredi,16:00,18:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_PHYSIQUE,PHYSIQUE,T0112,Prof_112,R027,40,Labo_Science,Mardi_14:00-16:00,Mardi,14:00,16:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_CHIMIE,CHIMIE,T0196,Prof_196,R058,40,Generale,Lundi_10:00-12:00,Lundi,10:00,12:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_CHIMIE,CHIMIE,T0196,Prof_196,R014,40,Generale,Mardi_10:00-12:00,Mardi,10:00,12:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_ARABE,ARABE,T0048,Prof_48,R050,40,Labo_Science,Lundi_16:00-18:00,Lundi,16:00,18:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_ARABE,ARABE,T0161,Prof_161,R021,40,Generale,Vendredi_10:00-12:00,Vendredi,10:00,12:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0037,Prof_37,R001,40,Labo_Science,Mercredi_16:00-18:00,Mercredi,16:00,18:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0037,Prof_37,R065,40,Labo_Informatique,Mercredi_10:00-12:00,Mercredi,10:00,12:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_FRANCAIS,FRANCAIS,T0037,Prof_37,R032,40,Generale,Vendredi_14:00-16:00,Vendredi,14:00,16:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0087,Prof_87,R069,40,Labo_Informatique,Jeudi_08:00-10:00,Jeudi,08:00,10:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0087,Prof_87,R013,40,Labo_Science,Vendredi_08:00-10:00,Vendredi,08:00,10:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_ANGLAIS,ANGLAIS,T0035,Prof_35,R065,40,Labo_Informatique,Lundi_14:00-16:00,Lundi,14:00,16:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_SVT,SVT,T0095,Prof_95,R013,40,Labo_Science,Jeudi_16:00-18:00,Jeudi,16:00,18:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_SVT,SVT,T0199,Prof_199,R001,40,Labo_Science,Jeudi_14:00-16:00,Jeudi,14:00,16:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_SVT,SVT,T0167,Prof_167,R013,40,Labo_Science,Mardi_08:00-10:00,Mardi,08:00,10:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_PHILOSOPHIE,PHILOSOPHIE,T0106,Prof_106,R001,40,Labo_Science,Mercredi_14:00-16:00,Mercredi,14:00,16:00,39.44,1
C0027,Ecole_Standard,Tronc_Commun,39,SUB_ECOLE_STANDARD_PHILOSOPHIE,PHILOSOPHIE,T0027,Prof_27,R014,40,Generale,Jeudi_10:00-12:00,Jeudi,10:00,12:00,39.44,1
C0103,Centre_Soutien,Baccalaureat,12,SUB_CENTRE_SOUTIEN_MATH,MATH,T0060,Prof_60,R033,15,Generale,Lundi_10:00-12:00,Lundi,10:00,12:00,39.44,1
C0103,Centre_Soutien,Baccalaureat,12,SUB_CENTRE_SOUTIEN_MATH,MATH,T0174,Prof_174,R039,20,Generale,Lundi_16:00-18:00,Lundi,16:00,18:00,39.44,1
C0103,Centre_Soutien,Baccalaureat,12,SUB_CENTRE_SOUTIEN_PHYSIQUE,PHYSIQUE,T0013,Prof_13,R017,15,Generale,Mardi_14:00-16:00,Mardi,14:00,16:00,39.44,1
C0103,Centre_Soutien,Baccalaureat,12,SUB_CENTRE_SOUTIEN_CHIMIE,CHIMIE,T0084,Prof_84,R055,15,Generale,Mercredi_16:00-18:00,Mercredi,16:00,18:00,39.44,1
C0103,Centre_Soutien,Baccalaureat,12,SUB_CENTRE_SOUTIEN_CHIMIE,CHIMIE,T0125,Prof_125,R036,20,Generale,Vendredi_14:00-16:00,Vendredi,14:00,16:00,39.44,1
C0103,Centre_Soutien,Baccalaureat,12,SUB_CENTRE_SOUTIEN_CHIMIE,CHIMIE,T0084,Prof_84,R045,20,Generale,Lundi_14:00-16:00,Lundi,14:00,16:00,39.44,1
C0103,Centre_Soutien,Baccalaureat,12,SUB_CENTRE_SOUTIEN_FRANCAIS,FRANCAIS,T0179,Prof_179,R073,20,Generale,Jeudi_16:00-18:00,Jeudi,16:00,18:00,39.44,1
C0103,Centre_Soutien,Baccalaureat,12,SUB_CENTRE_SOUTIEN_ANGLAIS,ANGLAIS,T0013,Prof_13,R039,20,Generale,Jeudi_14:00-16:00,Jeudi,14:00,16:00,39.44,1
C0103,Centre_Soutien,Baccalaureat,12,SUB_CENTRE_SOUTIEN_ANGLAIS,ANGLAIS,T0047,Prof_47,R064,15,Generale,Mardi_08:00-10:00,Mardi,08:00,10:00,39.44,1
C0086,Ecole_Standard,Baccalaureat,32,SUB_ECOLE_STANDARD_MATH,MATH,T0119,Prof_119,R007,35,Labo_Science,Vendredi_16:00-18:00,Vendredi,16:00,18:00,39.44,1
C0086,Ecole_Standard,Baccalaureat,32,SUB_ECOLE_STANDARD_MATH,MATH,T0119,Prof_119,R021,40,Generale,Mercredi_16:00-18:00,Mercredi,16:00,18:00,39.44,1
C0086,Ecole_Standard,Baccalaureat,32,SUB_ECOLE_STANDARD_MATH,MATH,T0119,Prof_119,R041,35,Generale,Mardi_14:00-16:00,Mardi,14:00,16:00,39.44,1
C0086,Ecole_Standard,Baccalaureat,32,SUB_ECOLE_STANDARD_PHYSIQUE,PHYSIQUE,T0020,Prof_20,R054,40,Labo_Informatique,Lundi_08:00-10:00,Lundi,08:00,10:00,39.44,1
C0086,Ecole_Standard,Baccalaureat,32,SUB_ECOLE_STANDARD_PHYSIQUE,PHYSIQUE,T0191,Prof_191,R069,40,Labo_Informatique,Lundi_10:00-12:00,Lundi,10:00,12:00,39.44,1
C0086,Ecole_Standard,Baccalaureat,32,SUB_ECOLE_STANDARD_CHIMIE,CHIMIE,T0046,Prof_46,R028,35,Generale,Mercredi_14:00-16:00,Mercredi,14:00,16:00,39.44,1
